DNS Resolver Log Started: 2025-10-26T15:44:43.081679
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'wpad', 'timestamp': '2025-10-26T15:44:54.067400', 'round_trip_time': '0.3928s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'No authority section for delegation', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:45:55.310841', 'round_trip_time': '0.2406s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:45:55.780660', 'round_trip_time': '0.2299s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:45:56.304747', 'round_trip_time': '0.2480s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:45:56.809129', 'round_trip_time': '0.2424s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:45:57.269055', 'round_trip_time': '0.2138s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:45:57.708639', 'round_trip_time': '0.2104s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:45:58.294439', 'round_trip_time': '0.3585s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:45:58.573359', 'round_trip_time': '0.2622s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: ans01.domaincontrol.com.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:45:57.926379', 'round_trip_time': '0.2058s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: ans01.domaincontrol.com.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:45:57.486205', 'round_trip_time': '0.1997s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: ans01.domaincontrol.com.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:45:57.048537', 'round_trip_time': '0.2255s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: ans01.domaincontrol.com.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:45:56.556790', 'round_trip_time': '0.2383s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: ans01.domaincontrol.com.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:45:56.042907', 'round_trip_time': '0.2485s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: ans01.domaincontrol.com.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:45:55.541181', 'round_trip_time': '0.2168s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: ans01.domaincontrol.com.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:45:55.061980', 'round_trip_time': '0.2652s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: ans01.domaincontrol.com.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:45:54.595734', 'round_trip_time': '0.2075s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: ans01.domaincontrol.com.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ns43.domaincontrol.com.', 'timestamp': '2025-10-26T15:45:53.971575', 'round_trip_time': '0.2922s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: ans01.domaincontrol.com.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'thunderex.com', 'timestamp': '2025-10-26T15:45:53.453056', 'round_trip_time': '0.2872s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: ns43.domaincontrol.com.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'zamlelova.ru', 'timestamp': '2025-10-26T15:45:58.764604', 'round_trip_time': '0.1802s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: a.dns.ripn.net. @ Glue IP: 193.232.128.6', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ns2.artlib.RU.', 'timestamp': '2025-10-26T15:45:59.237591', 'round_trip_time': '0.1793s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: a.dns.ripn.net. @ Glue IP: 193.232.128.6', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ns1.mysites.su.', 'timestamp': '2025-10-26T15:45:59.704859', 'round_trip_time': '0.2002s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: b.dns.ripn.net. @ Glue IP: 194.85.252.62', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ns.masterhost.ru.', 'timestamp': '2025-10-26T15:46:00.221305', 'round_trip_time': '0.2365s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: a.dns.ripn.net. @ Glue IP: 193.232.128.6', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ns.masterhost.ru.', 'timestamp': '2025-10-26T15:46:00.527409', 'round_trip_time': '0.2924s', 'dns_server_ip': '193.232.128.6', 'response_or_referral': 'Delegation to: ns5.masterhost.RU. @ Glue IP: 90.156.133.162', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Authoritative', 'resolution_mode': 'Iterative (Resolved)', 'cache_status': 'MISS', 'domain_name': 'ns.masterhost.ru.', 'timestamp': '2025-10-26T15:46:00.826467', 'round_trip_time': '0.2862s', 'dns_server_ip': '90.156.133.162', 'response_or_referral': 'Answer: 90.156.136.116', 'total_time_to_resolution': '0.8563s'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ns1.mysites.su.', 'timestamp': '2025-10-26T15:45:59.969221', 'round_trip_time': '0.2548s', 'dns_server_ip': '194.85.252.62', 'response_or_referral': 'Timeout or invalid response', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Authoritative', 'resolution_mode': 'Iterative (Resolved)', 'cache_status': 'MISS', 'domain_name': 'ns1.mysites.su.', 'timestamp': '2025-10-26T15:46:01.082579', 'round_trip_time': '0.2498s', 'dns_server_ip': '90.156.136.116', 'response_or_referral': 'Answer: 83.222.15.245', 'total_time_to_resolution': '1.5845s'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ns2.artlib.RU.', 'timestamp': '2025-10-26T15:45:59.497935', 'round_trip_time': '0.2463s', 'dns_server_ip': '193.232.128.6', 'response_or_referral': 'Timeout or invalid response', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Authoritative', 'resolution_mode': 'Iterative (Resolved)', 'cache_status': 'MISS', 'domain_name': 'ns2.artlib.RU.', 'timestamp': '2025-10-26T15:46:01.333344', 'round_trip_time': '0.2455s', 'dns_server_ip': '83.222.15.245', 'response_or_referral': 'Answer: 79.174.69.231', 'total_time_to_resolution': '2.2816s'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'zamlelova.ru', 'timestamp': '2025-10-26T15:45:59.051522', 'round_trip_time': '0.2767s', 'dns_server_ip': '193.232.128.6', 'response_or_referral': 'Timeout or invalid response', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Authoritative', 'resolution_mode': 'Iterative (Resolved)', 'cache_status': 'MISS', 'domain_name': 'zamlelova.ru', 'timestamp': '2025-10-26T15:46:01.595111', 'round_trip_time': '0.2459s', 'dns_server_ip': '79.174.69.231', 'response_or_referral': 'Answer: 79.174.69.231', 'total_time_to_resolution': '3.0110s'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'atomicbase.com', 'timestamp': '2025-10-26T15:46:01.822953', 'round_trip_time': '0.1816s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'atomicbase.com', 'timestamp': '2025-10-26T15:46:02.027207', 'round_trip_time': '0.1886s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Delegation to: ns1.server307.com. @ Glue IP: 192.252.149.20', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Authoritative', 'resolution_mode': 'Iterative (Resolved)', 'cache_status': 'MISS', 'domain_name': 'atomicbase.com', 'timestamp': '2025-10-26T15:46:02.294778', 'round_trip_time': '0.2590s', 'dns_server_ip': '192.252.149.20', 'response_or_referral': 'Answer: 192.252.149.20', 'total_time_to_resolution': '0.6538s'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'qdushu.com', 'timestamp': '2025-10-26T15:46:02.534044', 'round_trip_time': '0.2006s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'qdushu.com', 'timestamp': '2025-10-26T15:46:02.720729', 'round_trip_time': '0.1734s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Delegation to: sp1.gname-dns.com. @ Glue IP: 172.65.187.178', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'qdushu.com', 'timestamp': '2025-10-26T15:46:03.082426', 'round_trip_time': '0.3544s', 'dns_server_ip': '172.65.187.178', 'response_or_referral': 'No authority section for delegation', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'raqualia.com', 'timestamp': '2025-10-26T15:46:03.419205', 'round_trip_time': '0.2418s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ns1.xdomain.ne.jp.', 'timestamp': '2025-10-26T15:46:03.825875', 'round_trip_time': '0.1922s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: e.dns.jp. @ Glue IP: 192.50.43.53', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ns1.xdomain.ne.jp.', 'timestamp': '2025-10-26T15:46:04.280724', 'round_trip_time': '0.4410s', 'dns_server_ip': '192.50.43.53', 'response_or_referral': 'Delegation to: ns1.xdomain.ne.jp. @ Glue IP: 157.112.147.232', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Authoritative', 'resolution_mode': 'Iterative (Resolved)', 'cache_status': 'MISS', 'domain_name': 'ns1.xdomain.ne.jp.', 'timestamp': '2025-10-26T15:46:04.700480', 'round_trip_time': '0.4059s', 'dns_server_ip': '157.112.147.232', 'response_or_referral': 'Answer: 157.112.147.232', 'total_time_to_resolution': '1.0763s'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'raqualia.com', 'timestamp': '2025-10-26T15:46:03.623603', 'round_trip_time': '0.1872s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Timeout or invalid response', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'raqualia.com', 'timestamp': '2025-10-26T15:46:05.112794', 'round_trip_time': '0.4054s', 'dns_server_ip': '157.112.147.232', 'response_or_referral': 'No authority section for delegation', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'fanzi.pl', 'timestamp': '2025-10-26T15:46:05.334666', 'round_trip_time': '0.1796s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: f-dns.pl. @ Glue IP: 194.0.25.29', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'fanzi.pl', 'timestamp': '2025-10-26T15:46:05.638070', 'round_trip_time': '0.2907s', 'dns_server_ip': '194.0.25.29', 'response_or_referral': 'No authority section for delegation', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'womenology.com', 'timestamp': '2025-10-26T15:46:05.951835', 'round_trip_time': '0.2762s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'womenology.com', 'timestamp': '2025-10-26T15:46:06.252596', 'round_trip_time': '0.2839s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Delegation to: ns3.safebrands.com. @ Glue IP: 194.0.182.19', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Authoritative', 'resolution_mode': 'Iterative (Resolved)', 'cache_status': 'MISS', 'domain_name': 'womenology.com', 'timestamp': '2025-10-26T15:46:06.560813', 'round_trip_time': '0.2967s', 'dns_server_ip': '194.0.182.19', 'response_or_referral': 'Answer: 213.186.33.4', 'total_time_to_resolution': '0.8855s'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'tonaci.com', 'timestamp': '2025-10-26T15:46:06.880312', 'round_trip_time': '0.2790s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ns-cloud-a1.googledomains.com.', 'timestamp': '2025-10-26T15:46:07.484146', 'round_trip_time': '0.1905s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ns5.googledomains.com.', 'timestamp': '2025-10-26T15:46:08.000754', 'round_trip_time': '0.2983s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ns5.googledomains.com.', 'timestamp': '2025-10-26T15:46:08.515264', 'round_trip_time': '0.2040s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ns5.googledomains.com.', 'timestamp': '2025-10-26T15:46:09.127251', 'round_trip_time': '0.3017s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ns5.googledomains.com.', 'timestamp': '2025-10-26T15:46:09.638649', 'round_trip_time': '0.1968s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
